,food_com,food_sci,synonyms_open_tree_of_life,synonyms_wiki_search,synonyms_ncbi,synonyms_all_sources
10,moth_bean,vigna_aconitifolia,Dolichos dissectus; Phaseolus aconitifolius; Phaseolus palmatus; Vigna aconitifolius,,"Phaseolus aconitifolius Jacq., 1768; moth-bean; Vigna aconitifolia (Jacq.) Maréchal, 1969; Vinga aconitifolia",
11,monkfish,lophius_piscatorius,Batrachus eurypterus; Batrachus piscator; Batrachus piscatorius; Lophius eurypterus,Anglerfish; monkfish,"angler; allmouth goosefish; Lophius piscatorius Linnaeus, 1758",
12,milkfish,chanos_chanos,Butirinus argenteus; Butirinus maderaspatensis; Channo chanos; Chanos aldrovandi; Chanos arabicus; Chanos chloropterus; Chanos cyprinella; Chanos gardineri; Chanos indicus; Chanos lubina; Chanos mento; Chanos mossambicus; Chanos nuchalis; Chanos orientalis; Chanos salmoneus; Chanos salmonoides; Cyprinus pala; Cyprinus palah; Cyprinus tolo; Leuciscus palah; Leuciscus salmoneus; Leuciscus zeylonicus; Lutodeira chanos; Lutodeira chloropterus; Lutodeira indica; Lutodeira mossambica; Lutodeira mossambicus; Lutodeira salmonea; Lutodira elongata; Mugil chanos; Mugil salmoneus; Mugile chani,Milkfish,"Mugil chanos; milkfish; Mugil chanos Fabricius, 1775",
13,alpine_sweetvetch,hedysarum_alpinum,Hedysarum americanum; Hedysarum auriculatum; Hedysarum elongatum; Hedysarum laxiflorum; Hedysarum philoscia; Hedysarum sibiricum,,"Hedysarum alpinum L., 1753",
14,purple_mangosteen,garcinia_mangostana,Mangostana garcinia,purple mangosteen; mangosteen,"mangosteen; Garcinia mangostana L., 1753",
15,mammee_apple,mammea_americana,Mammea emarginata; Potamocharis mamei,mamey apple; Santo Domingo apricot; tropical apricot; South American apricot,"mammee apple; mamey; Mammea americana L., 1753",
16,lotus,nelumbo,Nelumbium,Nelumbo genus,Nelumbo Adans.,
17,american_lobster,homarus_americanus,,Atlantic lobster; true lobster,"American lobster; Homarus americanus Milne Edwards, 1837",
18,lingcod,ophiodon_elongatus,Ophiodon elongates; Oplopoma pantherina,Blue cod; Ling cod,"Ophiodon elongatus Girard, 1854",
19,leather_chiton,katharina_tunicata,Chiton tunicatus; Katharina sp.,,"Chiton tunicatus; black chiton; Chiton tunicatus Wood, 1815",
20,lambsquarters,chenopodium_album,Anserina candicans; Anserina candidans; Atriplex alba; Blitum viride; Botrys alba; Botrys pagana; Chenopodium agreste; Chenopodium album album; Chenopodium album candicans; Chenopodium album concatenatum; Chenopodium album coronatum; Chenopodium album cymigerum; Chenopodium album dacoticum; Chenopodium album glomerulosum; Chenopodium album integrifolium; Chenopodium album lanceolatiforme; Chenopodium album lanceolatum; Chenopodium album lobatum; Chenopodium album paucidentatum; Chenopodium album pedunculare; Chenopodium album polymorphum; Chenopodium album reticulatum; Chenopodium album spicatum; Chenopodium album subficifolium; Chenopodium album viride; Chenopodium amaranticolor; Chenopodium atriplicis; Chenopodium bernburgense; Chenopodium bicolor; Chenopodium bonariense; Chenopodium browneanum; Chenopodium candicans; Chenopodium catenulatum; Chenopodium concatenatum; Chenopodium diversifolium montuosum; Chenopodium elatum; Chenopodium giganteum; Chenopodium glomerulosum; Chenopodium griseochlorinum; Chenopodium griseochlorinum cymosum; Chenopodium griseochlorinum integrifolium; Chenopodium jehlikii; Chenopodium laciniatum; Chenopodium lanceolatum; Chenopodium leiospermum; Chenopodium leucospermum; Chenopodium lobatum; Chenopodium microphyllum; Chenopodium missouriense; Chenopodium neoalbum; Chenopodium opulaceum; Chenopodium paganum; Chenopodium paucidentatum; Chenopodium pedunculare; Chenopodium punctulatum; Chenopodium purpurascens; Chenopodium reticulatum; Chenopodium riparium; Chenopodium rubricaule; Chenopodium serotinum; Chenopodium spegazzinii; Chenopodium strictum; Chenopodium subficifolium; Chenopodium suecicum; Chenopodium superalbum; Chenopodium superalbum kuehnii; Chenopodium viride; Chenopodium viridescens; Chenopodium vulgare; Chenopodium vulpinum; Chenopodium zobelli; Pyxidium viride; Vulvaria albescens,fat-hen; fat hen,"Chenopodium viride; lamb's quarters; common lambsquarters; pigweed; white goosefoot; Chenopodium album L., 1753; Chenopodium viride L.",
21,kumquat,fortunella,,,"Citrus L., 1753; Eremocitrus Swingle; Fortunella Swingle; Microcitrus Swingle; Citrus x",
22,king_mackerel,scomberomorus_cavalla,Cybium acervum; Cybium caballa; Cybium cavalla; Cybium clupeoideum; Cybium immaculatum; Scomberomorus caballa; Scombreromorus cavalla,,"Cybium cavalla; king mackerel; Cybium cavalla Cuvier, 1829; Scomberomorus cavalla (Cuvier, 1829); Scombermorus cavalla",
23,kelp,laminaria,Gigantea; Hafgygia; Neurophora,oarweed,,
24,kale,brassica_napus_var._pabularia,Brassica napus Pabularia Group; Brassica napus subsp. pabularia,,"Brassica campestris var. pabularia; Brassica napus Pabularia Group; Brassica napus subsp. pabularia; Siberian kale; Hanover salad; Brassica campestris var. pabularia DC., 1821; Brassica napus subsp. pabularia (DC.) Janch., 1957; Brassica napus var. pabularia (DC.) Alef., 1866",
25,jute,corchorus_olitorius,Corchorus catharticus; Corchorus decemangularis; Corchorus malchairii; Corchorus olitorius incisifolius; Corchorus olitorius malchairii; Corchorus quinquelocularis; Pseudocorchorus sp. Randrianasolo 519,Mulukhiyah; Nalta jute; Molokheyya; Molokhia; Mulukhiyyah; Molokhiyya; Jew's mallow; Denje'c'jute; Tossa jute; Jute mallow,"Nalta jute; Corchorus olitorius L., 1753",
26,java_plum,syzygium_cumini,Blepharocalyx aromatica; Calyptranthes capitellata; Calyptranthes caryophyllifolia; Calyptranthes cumini; Calyptranthes cuminodora; Calyptranthes jambolana; Calyptranthes jambolifera; Calyptranthes oneillii; Caryophyllus corticosus; Caryophyllus jambos; Eugenia aromatica; Eugenia calyptrata; Eugenia caryophyllifolia; Eugenia cumini; Eugenia jambolana; Eugenia jambolana caryophyllifolia; Eugenia jambolana obtusifolia; Eugenia jambolifera; Eugenia obovata; Eugenia obtusifolia; Eugenia tsoi; Jambolifera chinensis; Jambolifera coromandelica; Jambolifera pedunculata; Myrtus corticosa; Myrtus cumini; Myrtus obovata; Psidium aromaticum; Siphoneugena aromatica; Syzygium caryophyllifolium; Syzygium cumini caryophyllifolium; Syzygium cumini obtusifolium; Syzygium cumini tsoi; Syzygium jambolanum; Syzygium jambolanum acuminata; Syzygium jambolanum elliptica; Syzygium jambolanum obovata; Syzygium obovatum; Syzygium obtusifolium,Java plum; jambul; jambolan; black plum; jamun,"Eugenia cumini; Eugenia jambolana; Myrtus cumini; Syzygium jambolanum; Java plum; jaman; jambolan; Eugenia cumini (L.) Druce; Eugenia jambolana Lam.; Myrtus cumini L., 1753; Syzygium cumini (L.) Skeels, 1912; Syzygium jambolanum (Lam.) DC.",
27,japanese_chestnut,castanea_crenata,Castanea castanea pubinervis; Castanea chinensis; Castanea crenata canescens; Castanea crenata caudata; Castanea crenata dulcis; Castanea crenata elongata; Castanea crenata femina; Castanea crenata gigantea; Castanea crenata imperfecta; Castanea crenata japonica; Castanea crenata kawasei; Castanea crenata kusakuri; Castanea crenata longispina; Castanea crenata microcarpa; Castanea crenata obtexta; Castanea crenata ookasi; Castanea crenata pendula; Castanea crenata pleiocarpa; Castanea crenata pulchella; Castanea crenata quercina; Castanea crenata siba-kuri; Castanea crenata stricta; Castanea crenata syakacephala; Castanea crenata tamba; Castanea japonica; Castanea japonica canescens; Castanea japonica crenata; Castanea japonica elongata; Castanea japonica kusakuri; Castanea japonica longispina; Castanea japonica obtexta; Castanea japonica ookasi; Castanea japonica quercina; Castanea japonica siba-kuri; Castanea japonica stricta; Castanea japonica typica; Castanea kusakuri; Castanea pubinervis; Castanea sativa japonica; Castanea sativa pubinervis; Castanea stricta; Castanea vesca pubinervis; Castanea vulgaris elongata; Castanea vulgaris japonica; Castanea vulgaris kusakuri; Castanea vulgaris subdentata,Japanese Chestnut,"Japanese chestnut; Castanea crenata Siebold & Zucc., 1846",
28,velvet_duck,melanitta_fusca,Anas fusca; Oidemia fusca,,"Anas fusca; velvet scoter; white-winged scoter; Anas fusca Linnaeus, 1758; Melanitta fusca (Linnaeus, 1758)",
29,jackfruit,artocarpus_heterophyllus,Artocarpus brasiliensis; Artocarpus integer; Artocarpus integra; Artocarpus integrifolia glabra; Artocarpus integrifolius; Artocarpus integrifolius auct.; Artocarpus integrifolius heterophylla; Artocarpus jaca; Artocarpus maxima; Artocarpus nanca; Artocarpus philippensis; Polyphema jaca; Sitodium cauliflorum; non Artocarpus integrifolius L.f.,Artocarpus macrocrapon; jack tree; jackfruit tree; jackfruit; nangka Tree,"Artocarpus heterophylla; jackfruit; Artocarpus heterophyllus Lam., 1789; Atrocarpus heterophylla",
30,french_plantain,musa_x_paradisiaca,Karkandela malabarica; Musa acuminata x Musa balbisiana; Musa acutibracteata; Musa aphurica; Musa arakanensis; Musa bacoba; Musa balbisiana vittata; Musa berteroi; Musa bidigitalis; Musa carolinae; Musa champa; Musa chapara; Musa chiliocarpa; Musa corbieri; Musa corniculata; Musa dacca; Musa decrescens; Musa decrescens pembuki; Musa decrescens rubromaculata; Musa decrescens viridis; Musa discolor; Musa emasculata; Musa emasculata kiala; Musa emasculata kimbende; Musa emasculata lomba; Musa emasculata zengani; Musa humilis; Musa maculata; Musa nigra; Musa odorata; Musa oleracea descr; Musa ornata normalis; Musa paradisiaca; Musa paradisiaca acicularis; Musa paradisiaca bende; Musa paradisiaca bilul; Musa paradisiaca champa; Musa paradisiaca cinerea; Musa paradisiaca coarctata; Musa paradisiaca compressa; Musa paradisiaca coriacea; Musa paradisiaca corniculata; Musa paradisiaca dacca; Musa paradisiaca dongila; Musa paradisiaca exsicca; Musa paradisiaca fatua; Musa paradisiaca funu-nua; Musa paradisiaca glaberrima; Musa paradisiaca glauca; Musa paradisiaca kilola; Musa paradisiaca kitebbe; Musa paradisiaca lacatan; Musa paradisiaca longa; Musa paradisiaca lunaris; Musa paradisiaca magna; Musa paradisiaca martabarica; Musa paradisiaca maxima; Musa paradisiaca mensaria; Musa paradisiaca normalis; Musa paradisiaca odorata; Musa paradisiaca oleracea; Musa paradisiaca papillosa; Musa paradisiaca paradisiaca; Musa paradisiaca punctata; Musa paradisiaca purpurascens; Musa paradisiaca regia; Musa paradisiaca rubra; Musa paradisiaca sanguinea; Musa paradisiaca sapientum; Musa paradisiaca seluka; Musa paradisiaca suaveolens; Musa paradisiaca subrubea; Musa paradisiaca ternatensis; Musa paradisiaca tetragona; Musa paradisiaca tombak; Musa paradisiaca tuba; Musa paradisiaca ulnaris; Musa paradisiaca violacea; Musa paradisiaca viridis; Musa paradisiaca vittata; Musa protractorachis; Musa purpureotomentosa; Musa sapientum; Musa sapientum americana; Musa sapientum angao; Musa sapientum baca; Musa sapientum binutig; Musa sapientum canara; Musa sapientum canaya; Musa sapientum champa; Musa sapientum cinerea; Musa sapientum compressa; Musa sapientum cubensis; Musa sapientum dacca; Musa sapientum daryao; Musa sapientum dinalaga; Musa sapientum dool; Musa sapientum dubia; Musa sapientum eda; Musa sapientum fieleto; Musa sapientum flabellata; Musa sapientum galatayan; Musa sapientum garangao; Musa sapientum glaberrima; Musa sapientum glauca; Musa sapientum grandis; Musa sapientum humilis; Musa sapientum inarnibal; Musa sapientum kinamay; Musa sapientum lacatan; Musa sapientum longa; Musa sapientum martabarica; Musa sapientum mensaria; Musa sapientum odorata; Musa sapientum oleracea; Musa sapientum padilat; Musa sapientum pamotion; Musa sapientum paradisiaca; Musa sapientum pelipia; Musa sapientum principe; Musa sapientum putian; Musa sapientum raines; Musa sapientum regia; Musa sapientum rubra; Musa sapientum sanguinea; Musa sapientum sarocsoc; Musa sapientum satama; Musa sapientum sision; Musa sapientum suaveolens; Musa sapientum ternatensis; Musa sapientum tombak; Musa sapientum tudlong; Musa sapientum tuldoc; Musa sapientum violacea; Musa sp. RN-2001; Musa vittata; Musa x sapientum,Musa paradisiaca,Musa acuminata x Musa balbisiana; Musa paradisiaca; Musa sapientum; Musa x sapientum; banana; Musa x paradisiaca L.; Musa x sapientum L.; Musa lactan,Musa paradisiaca
31,prickly_pear,opuntia,Airampoa; Cactodendron; Cactus; Chaffeyopuntia; Clavarioidia; Corynopuntia; Ficindica; Marenopuntia; Micropuntia; Nopalea; Opuntia bernichiana; Opuntia feroacantha; Parviopuntia; Phyllarthus; Platyopuntia; Pseudotephrocactus; Salmiopuntia; Subulatopuntia; Tunas; Weberiopuntia,prickly pear cactus; pear cactus,"prickly-pears; Opuntia Mill., 1754",
32,atlantic_halibut,hippoglossus_hippoglossus,Hippoglossus americanus; Hippoglossus gigas; Hippoglossus linnei; Hippoglossus maximus; Hippoglossus vulgaris; Pleuronectes hippoglossus,halibut,"Pleuronectes hippoglossus; Atlantic halibut; Hippoglossus hippoglossus (Linnaeus, 1758); Pleuronectes hippoglossus Linnaeus, 1758",
33,yautia,xanthosoma_sagittifolium,Alocasia talihan; Alocasia undipes; Arum nigrum; Arum sagittifolium; Arum xanthorrhizon; Caladium edule; Caladium mafaffa; Caladium sagittifolium; Caladium utile; Caladium xanthorrhizon; Philodendron nigrum; Xanthosoma appendiculatum; Xanthosoma atrovirens; Xanthosoma atrovirens appendiculatum; Xanthosoma atrovirens hybridum; Xanthosoma atrovirens kochii; Xanthosoma atrovirens moritzii; Xanthosoma atrovirens panduriforme; Xanthosoma atrovirens versicolor; Xanthosoma aureum; Xanthosoma blandum; Xanthosoma edule; Xanthosoma ianthinum; Xanthosoma jacquinii; Xanthosoma maculatum; Xanthosoma mafaffa; Xanthosoma mafaffa blandum; Xanthosoma mafaffa typicum; Xanthosoma monstruosum; Xanthosoma nigrum; Xanthosoma panduriforme; Xanthosoma peregrinum; Xanthosoma poeppigii mafaffa; Xanthosoma roseum; Xanthosoma sagittifolia; Xanthosoma undipes; Xanthosoma utile; Xanthosoma violaceum; Xanthosoma wallisii; Xanthosoma xantharrhizon,Malanga; Malangas; Tannia,"Xanthosoma sagittifolia; arrowleaf elephant's ear; malanga; tannia; yautia blanco; Xanthosoma sagittifolium Schott, 1832",
34,jicama,pachyrhizus_erosus,Cacara bulbosa; Cacara erosa; Cacara palmatiloba; Dolichos articulatus; Dolichos bulbosus; Dolichos erosus; Dolichos palmatilobus; Pachyrhizus angulatus; Pachyrhizus articulatus; Pachyrhizus bulbosus; Pachyrhizus erosus palmatilobus; Pachyrhizus erosus typicus; Pachyrhizus jicamas; Pachyrhizus palmatilobus; Pachyrhizus strigosus; Robynsia lobata; Robynsia macrophylla; Stizolobium bulbosum; Stizolobium domingense; Taeniocarpum articulatum,jicama; Mexican yam bean; Mexican turnip,"Dolichos erosus; jicama; yam-bean; Dolichos erosus L., 1753; Pachyrhizus erosus (L.) Urb., 1905",
35,whitefish,coregonus,Allosomus; Argyrosomus; Caregonus; Cisco; Corregonus; Corygonus; Goregonus; Leucichthys; Thrissomimus; Tripteronotus,,,
36,broad_whitefish,coregonus_nasus,Coregonus kennicotti; Coregonus nasus kennicotti; Salmo nasus; Salmo nasutus; Salmo schokur,broad whitefish,"Salmo nasus; broad whitefish; Coregonus nasus (Pallas, 1776); Salmo nasus Pallas, 1776",
37,whelk,buccinidae,Babyloniidae; Buccinulidae; Cominellidae; Donovaniinae; Neptuneidae,,Babyloniidae,
38,wax_gourd,benincasa_hispida,Benincasa cerifera; Benincasa pruriens; Benincasa vacua; Cucurbita hispida; Cucurbita pruriens; Cucurbita vacua,Benincasa cerifera; Cucurbita hispida; white gourd; ash gourd; winter gourd; tallow gourd; ash pumpkin; winter melon; Chinese preserving melon,"Benincasa cerifera; Benincasa pruriens; Cucurbita hispida; Lagenaria siceraria var. hispida; wax gourd; ash gourd; winter melon; Benincasa cerifera Savi; Benincasa hispida (Thunb.) Cogn., 1881; Benincasa pruriens (Parkinson) W.J.de Wilde & Duyfjes; Cucurbita hispida Thunb., 1783; Lagenaria siceraria var. hispida (Thunb.) H.Hara, 1948; Curcurbita hispida",Benincasa cerifera; Cucurbita hispida
39,walleye,sander_vitreus,Lucioperca americana; Lucioperca grisea; Perca vitrea; Sander vitreus glaucus; Stizostedion glaucum; Stizostedion virtreum; Stizostedion vitreum; Stizostedion vitreum glaucum; Stizostedion vitreum vitreum; Stizostedium vitreum; Stizostedium vitreum vitreum,jack salmon,"Perca vitrea; Stizostedion vitreum; walleye; Perca vitrea Mitchill, 1818; Sander vitreus (Mitchill, 1818)",
40,"salmonidae_(salmon,_trout)",salmonidae,Coregonidae,,salmonids,
41,teff,eragrostis_tef,Cynodon abyssinicus; Eragrostis abessinica; Eragrostis abyssinica; Eragrostis abyssinica alba; Eragrostis abyssinica viriidis; Eragrostis pilosa abyssinica; Eragrostis pilosa tef; Eragrostis tef spiciformis; Poa abyssinica; Poa flaccida; Poa radicans; Poa tef,Teff; Williams' lovegrass; Annual bunch grass,"Poa tef; tef; Eragrostis tef (Zuccagni) Trotter, 1918; Poa tef Zuccagni, 1775",
42,taro,colocasia_esculenta,Alocasia dussii; Alocasia illustris; Aron colocasium; Arum chinense; Arum colocasia; Arum colocasioides; Arum esculentum; Arum lividum; Arum nymphaeifolium; Arum peltatum; Caladium acre; Caladium antiquorum; Caladium atrovirens; Caladium colocasia; Caladium colocasioides; Caladium divaricatum; Caladium esculentum; Caladium esculentum bataviensis; Caladium glycyrrhizum; Caladium nigrescens; Caladium nymphaeifolium; Caladium parimaense; Caladium violaceum; Caladium violaceum alboviolaceum; Calla gaby; Calla virosa; Cladium colocasia; Colocasia acris; Colocasia aegyptiaca; Colocasia antiquorum; Colocasia antiquorum acris; Colocasia antiquorum acuatica; Colocasia antiquorum eguimo; Colocasia antiquorum esculenta; Colocasia antiquorum euchlora; Colocasia antiquorum globulifera; Colocasia antiquorum illustris; Colocasia antiquorum multifolia; Colocasia antiquorum nymphaeifolia; Colocasia antiquorum oyasetage; Colocasia antiquorum patens; Colocasia antiquorum purpurea; Colocasia antiquorum rosea; Colocasia antiquorum rupicola; Colocasia antiquorum stolonifera; Colocasia antiquorum typica; Colocasia antiquorum yamamotoi; Colocasia colocasia; Colocasia colocasia publ; Colocasia esculenta acris; Colocasia esculenta antiquorum; Colocasia esculenta aquatilis; Colocasia esculenta ebiimo; Colocasia esculenta esculenta; Colocasia esculenta euchlora; Colocasia esculenta globulifera; Colocasia esculenta illustris; Colocasia esculenta nymphaeifolia; Colocasia esculenta rotundifolia; Colocasia esculenta rupicola; Colocasia esculenta stolonifera; Colocasia esculenta typica; Colocasia esculenta var. esculenta; Colocasia euchlora; Colocasia fontanesii; Colocasia formosana; Colocasia gracilis; Colocasia himalensis; Colocasia konishii; Colocasia neocaledonica; Colocasia nymphaeifolia; Colocasia peltata; Colocasia tonoimo; Colocasia vera; Colocasia violacea; Colocasia virosa; Colocasia vulgaris; Leucocasia esculenta; Steudnera virosa; Zantedeschia virosa,kalo; dasheen; godere; Olhuala,"Arum esculentum; taro; cocoyam; dasheen; eddo; elephant's ear; kalo; malanga; Arum esculentum L., 1753; Colocasia esculenta (L.) Schott, 1832; Colocasia esulenta",
43,sugar_apple,annona_squamosa,Annona asiatica; Annona cinerea; Annona forskahlii; Annona glabra; Guanabanus squamosus; Xylopia frutescens; Xylopia glabra; Xylopicron glabrum,Custard-apple; Sugar-apple; Sweetsop,"sweetsop; sugar-apple; Annona squamosa L., 1753",
44,spelt,triticum_spelta,Triticum aestivum subsp. spelta,spelt; hulled wheat; dinkel wheat,"Triticum aestivum subsp. spelta; spelt; Triticum aestivum subsp. spelta (L.) Thell.; Triticum spelta L., 1753",
45,sesbania_flower,sesbania_bispinosa,Aeschynomene aculeata; Aeschynomene bispinosa; Aeschynomene spinulosa; Coronilla aculeata; Coronilla aculete; Sesban aculeatus; Sesbania aculeata; Sesbania aculeata elatior; Sesbania aegyptiaca; Sesbania arborescens; Sesbania bispinosa elatior; non Sesbania cannabina (Retz.) Pers.,Sesbania aculeata; Aeschynomene aculeata; Coronilla aculeata,"Aeschynomene bispinosa; Sesbania aculeata; prickly sesban; dunchi fiber; Aeschynomene bispinosa Jacq., 1793; Sesbania aculeata Pers.; Sesbania bispinosa (Jacq.) W.Wight, 1909; Sesbania aculeate",Sesbania aculeata
46,sea_trout,salmo_trutta_forma_trutta,,Salmo trutta trutta,"sea trout; Salmo trutta trutta Linnaeus, 1758",
47,bearded_seal,erignathus_barbatus,Phoca albigena; Phoca barbata; Phoca lepechenii; Phoca leporina; Phoca parsonii,,"Phoca barbata; bearded seal; Phoca barbata Erxleben, 1777",
48,common_salsify,tragopogon_porrifolius,Tragopogon porrifolius aequalis; Tragopogon porrifolius cupani; Tragopogon porrifolius porrifolius; Tragopogon porrifolius sativus,salsify; purple salsify; goat's beard; goat's beard salsify; vegetable oyster; oyster plant; common salsify; Jerusalem star; goatsbeard; kalapi; Jack go to bed,"salsify; oyster plant; Tragopogon porrifolius L., 1753; Tragopogon porrifolious",
49,salmonberry,rubus_spectabilis,Parmena spectabilis; Rubus menziesii; Rubus ribifolius; Rubus stenopetalus; Rubus ursinus,salmonberry,"Rubus spectabilis Pursh, 1814",
50,atlantic_salmon,salmo_salar,Salmo brevipes; Salmo caerulescens; Salmo gloverii; Salmo goedenii; Salmo gracilis; Salmo hamatus; Salmo hardinii; Salmo nobilis; Salmo ocla; Salmo renatus; Salmo rilla; Salmo salar biennis; Salmo salar brevipes; Salmo salar europaeus; Salmo salar lacustris; Salmo salar nobilis; Salmo salar ouananiche; Salmo salar saimensis; Salmo salar sebago; Salmo salar tasmanicus; Salmo salmo; Salmo salmulus; Salmo sebago; Salmo strom; Trutta relicta; Trutta salar; Trutta salar relicta,,"Atlantic salmon; Salmo salar Linnaeus, 1758",
51,pink_salmon,oncorhynchus_gorbuscha,Oncorhynchus scouleri; Salmo gorbuscha; Salmo scouleri,humpback salmon; humpie,"Salmo gorbuscha; pink salmon; humpback salmon; Oncorhynchus gorbuscha (Walbaum, 1792); Salmo gorbuscha Walbaum, 1792",
52,sablefish,anoplopoma_fimbria,Anoplopoma merlangus; Gadus fimbria; Scombrocottus salmoneus,blue cod,"Gadus fimbria; sablefish; Anoplopoma fimbria (Pallas, 1814); Gadus fimbria Pallas, 1814",
53,orange_roughy,hoplostethus_atlanticus,Hoplostethus gilchristi; Hoplostethus islandicum; Hoplostethus islandicus; Hoplostethus occidentalis atlanticus; Hoplosthethus atlanticus; Leiogaster atlanticus; Leiogaster atlanticus spinulosus; Leiognaster atlanticus spinulosus,,"Hoplostethus occidentalis atlanticus; orange roughy; Hoplostethus atlanticus Collett, 1889",
54,malabar_plum,syzygium_jambos,Eugenia decora; Eugenia jamboides; Eugenia jambos; Eugenia jambos sylvatica; Eugenia jambosa; Eugenia jamboscensis; Eugenia malaccensis; Eugenia monantha; Eugenia vulgaris; Jambosa jambos; Jambosa palembanica; Jambosa vulgaris; Myrtus jambos; Plinia jambos; Syzygium jambos linearilimbum; Syzygium jambos sylvaticum; Syzygium merrillii; Syzygium monanthum,rose apple; plum rose,"Eugenia jambos; Jambosa vulgaris; rose-apple; Malabar-plum; jambos; Eugenia jambos L., 1753; Jambosa vulgaris DC., 1828; Syzygium jambos (L.) Alston, 1931",
55,rainbow_trout,oncorhynchus_mykiss,Fario gairdneri; Onchorhynchus mykiss; Onchorrhychus mykiss; Onchorynchus mykiss; Oncorhynchus gairdnerii; Oncorhynchus kamloops; Oncorhynchus mykiss gairdnerii; Oncorhynchus mykiss gibbsi; Oncorhynchus mykiss gilberti; Oncorhynchus mykiss nelsoni; Oncorhynchus myskis; Oncorhynchus nerka mykiss; Oncorhynchus penshinensis; Parasalmo mykiss; Parasalmo penshinensis; Salmo gairdneri; Salmo gairdneri gairdneri; Salmo gairdneri kamloops; Salmo gairdneri shasta; Salmo gairdnerii; Salmo gairdnerii irideus; Salmo gibbsii; Salmo gilberti; Salmo iridea; Salmo irideus; Salmo irideus argentatus; Salmo irideux; Salmo kamloops; Salmo kamloops whitehousei; Salmo masoni; Salmo mykiss; Salmo nelsoni; Salmo penshinensis; Salmo purpuratus; Salmo rivularis; Salmo rivularis kamloops; Salmo truncatus; Trutta iridea,lake trout; rainbow; silver trout; steelhead; brook trout; Golden rainbow trout; Salmo nelsoni,"Oncorhynchus nerka mykiss; Parasalmo mykiss; Salmo mykiss; rainbow trout; Oncorhynchus mykiss (Walbaum, 1792); Salmo mykiss Walbaum, 1792; Onchorhynchus mykiss",
56,rainbow_smelt,osmerus_mordax,Atherina mordax; Osmerus dentex; Osmerus eperlanus mordax; Osmerus mordax mordax,,"Atherina mordax; rainbow smelt; Atherina mordax Mitchill, 1814; Osmerus mordax (Mitchill, 1814)",
57,european_rabbit,oryctolagus,Cuniculus; Onyctolagus; Oryctalagus,,,
58,quinoa,chenopodium_quinoa,Chenopodium album quinoa; Chenopodium canihua; Chenopodium ccoyto; Chenopodium ccuchi-huila; Chenopodium chilense; Chenopodium hircinum milleanum; Chenopodium hircinum quinoa; Chenopodium purpurascens punctulatum; Chenopodium quinoa albidocinereum; Chenopodium quinoa albidomacrospermum; Chenopodium quinoa albolucidum; Chenopodium quinoa cami-hupa; Chenopodium quinoa choque-pitu; Chenopodium quinoa gracilius; Chenopodium quinoa huatajatanum; Chenopodium quinoa jaru; Chenopodium quinoa kcella; Chenopodium quinoa leuco-flavospermum; Chenopodium quinoa lilacinum; Chenopodium quinoa parvo-incrassatum; Chenopodium quinoa pillapense; Chenopodium quinoa pseudoamarantiforme; Chenopodium quinoa purpureum; Chenopodium quinoa purpuricaule; Chenopodium quinoa real; Chenopodium quinoa roseocinereum; Chenopodium quinoa rubrinervium; Chenopodium quinoa subviridocinereum,Quinua; Quinoa,"quinoa; Chenopodium quinoa Willd., 1798",
59,american_pokeweed,phytolacca_americana,Phytolacca decandra; Phytolacca rigida,pokeweed; American pokeweed,"Phytolacca decandra; American pokeweed; Virginia poke; common pokeberry; common pokeweed; red stem pokeweed; Phytolacca americana L., 1753; Phytolacca decandra L.",
60,irish_moss,chondrus_crispus,? heterocarpus; Chondrus crispus abbreviatus; Chondrus crispus aequalis; Chondrus crispus densus; Chondrus crispus incurvatus; Chondrus crispus lacerus; Chondrus crispus patens; Chondrus crispus planus; Chondrus crispus polychotomus; Chondrus crispus sarniensis; Chondrus crispus typica; Chondrus crispus virens; Chondrus norvegicus; Chondrus platynus; Chondrus platysma; Chondrus variolosus; Ficus crispus; Fucus crispus; Fucus crispus aequalis; Fucus crispus brunneus; Fucus crispus filiformis; Fucus crispus lacerus; Fucus crispus patens; Fucus crispus planus; Fucus crispus sarniensis; Fucus crispus virens; Fucus lacerus; Fucus norvegicus; Fucus patens; Gigartina heterocarpa; Gymnogongrus norvegicus; Halymenia platynus; Iridaea heterocarpa; Iridophycus heterocarpum; Iridophycus heterocarpus; Mazzaella heterocarpa; Oncotylus norvegicus; Polymorpha aequalis; Polymorpha crispa; Polymorpha norvegicus; Sphaerococcus crispus aequalis; Sphaerococcus crispus ciliatus; Sphaerococcus norvegicus,Irish moss; carrageen moss,"carragheen; Irish moss; carageen; carrageen; Chondrus crispus Stackhouse, 1797",
61,hyacinth_bean,lablab_purpureus,Dolichos albus; Dolichos bengalensis; Dolichos benghalensis; Dolichos boivini; Dolichos boivinii; Dolichos lablab; Dolichos purpureus; Glycine lucida; Lablab cultratus; Lablab niger; Lablab nigra; Lablab purpurea; Lablab vulgaris; Rhynchosia lablab; Vigna aristata,hyacinth bean; bonavist bean; bonavist pea; lablab-bean; dolichos bean; seim bean; Egyptian kidney bean; bataw; Australian pea; Tonga bean; papaya bean; poor man bean; butter bean; Dolichos lablab,"Dolichos lablab; Dolichos purpureus; hyacinth bean; antaque; bonavist-bean; natoba; Dolichos lablab L.; Dolichos purpureus L.; Lablab purpureus Sweet, 1826; Dolichos lab lab",Dolichos lablab
